SalesID,PropertyID,AgentID,CustomerID,SaleDate,AgreementDate,RegistrationDate,PropertyType,City,BasePrice,DiscountAmount,FinalSalePrice,GSTAmount,RegistrationCharges,TotalDealValue,CommissionPercent,CommissionAmount,SaleType,PaymentType,LoanRequired,BankName,LoanAmount,DownPaymentAmount,State,ProjectName,SaleStatus
391,4152,51,115,2022-11-03,2022-10-14,2022-11-18,Apartment,Delhi,10523223,241255,10281968,514098,616918,11412984,2,205639,New Sale,Mixed,Yes,Kotak,2856795,3811559,Maharashtra,Palm Heights,Agreement Signed
392,3393,9,448,2022-05-30,2022-05-10,2022-06-14,Apartment,Pune,9228381,69972,9158409,457920,549504,10165833,1,91584,Resale,Cash,No,Axis,8556995,2070816,Gujarat,Sunrise Apartments,Negotiation
393,1428,6,525,2023-07-10,2023-06-20,2023-07-25,Apartment,Mumbai,10247433,275138,9972295,498614,598337,11069246,2,199445,Resale,Cash,Yes,ICICI,9645375,1592211,Tamil Nadu,Royal Residency,Lead
394,3148,91,205,2021-02-11,2021-01-22,2021-02-26,Plot,Chennai,17431484,30692,17400792,870039,1044047,19314878,2,348015,Resale,Cash,No,Kotak,6472354,4082109,Maharashtra,Skyline Enclave,Lost
395,134,54,633,2023-05-10,2023-04-20,2023-05-25,Apartment,Pune,12459078,101254,12357824,617891,741469,13717184,2,247156,Resale,Cash,No,Axis,4410810,2156781,Telangana,Skyline Heights,Cancelled
396,2858,86,991,2021-09-24,2021-09-04,2021-10-09,Villa,Ahmedabad,5552473,154660,5397813,269890,323868,5991571,1,53978,New Sale,Mixed,No,ICICI,3389864,592196,Telangana,Skyline Heights,Agreement Signed
397,1538,16,508,2021-02-03,2021-01-14,2021-02-18,Villa,Chennai,5370358,13600,5356758,267837,321405,5946000,2,107135,New Sale,Mixed,No,Kotak,8983127,3603288,Karnataka,Emerald Residency,Site Visit
398,1881,93,823,2021-10-26,2021-10-06,2021-11-10,Villa,Bangalore,12669517,286563,12382954,619147,742977,13745078,1,123829,New Sale,Mixed,No,Kotak,7236250,1307833,Gujarat,Sunrise Heights,Lead
399,4226,70,727,2021-03-14,2021-02-22,2021-03-29,Plot,Pune,9898557,479007,9419550,470977,565173,10455700,1,94195,New Sale,Mixed,Yes,Kotak,2562437,1282149,Gujarat,Elite Homes,Negotiation
400,2160,76,559,2022-09-10,2022-08-21,2022-09-25,Plot,Chennai,19202802,38329,19164473,958223,1149868,21272564,2,383289,Resale,Mixed,Yes,SBI,7915460,3215233,Tamil Nadu,Skyline Heights,Site Visit
401,3060,36,761,2022-04-09,2022-03-20,2022-04-24,Plot,Pune,6847468,213847,6633621,331681,398017,7363319,3,199008,New Sale,Cash,No,SBI,2755527,2299513,Karnataka,Elite Enclave,Booked
402,3494,12,642,2024-02-08,2024-01-19,2024-02-23,Apartment,Delhi,9671493,30315,9641178,482058,578470,10701706,3,289235,Resale,Cash,No,SBI,4584871,822729,Delhi,Silver Plaza,Cancelled
403,172,69,287,2024-01-02,2023-12-13,2024-01-17,Plot,Mumbai,12490772,88933,12401839,620091,744110,13766040,3,372055,New Sale,Mixed,No,Axis,8688158,4197853,Gujarat,Urban Heights,Booked
404,2006,96,724,2022-06-29,2022-06-09,2022-07-14,Villa,Chennai,8830871,224911,8605960,430298,516357,9552615,3,258178,Resale,Mixed,Yes,Axis,3559781,1887196,Gujarat,Palm Towers,Lead
405,127,45,526,2024-06-28,2024-06-08,2024-07-13,Villa,Mumbai,13224451,309321,12915130,645756,774907,14335793,2,258302,New Sale,Cash,No,HDFC,3494702,1652929,Maharashtra,Silver Enclave,Site Visit
406,2656,39,894,2025-12-22,2025-12-02,2026-01-06,Villa,Chennai,14995959,15899,14980060,749003,898803,16627866,3,449401,New Sale,Mixed,Yes,SBI,5861043,4369635,Telangana,Urban Enclave,Lost
407,899,61,101,2024-03-25,2024-03-05,2024-04-09,Apartment,Hyderabad,11542093,491169,11050924,552546,663055,12266525,3,331527,New Sale,Mixed,No,HDFC,2644100,3537146,Tamil Nadu,Greenfield Plaza,Booked
408,940,67,545,2022-09-09,2022-08-20,2022-09-24,Villa,Delhi,6918553,254765,6663788,333189,399827,7396804,1,66637,New Sale,Mixed,Yes,Axis,8116265,3510616,Maharashtra,Emerald Residency,Registered
409,4260,76,784,2024-05-11,2024-04-21,2024-05-26,Plot,Hyderabad,19686413,41751,19644662,982233,1178679,21805574,2,392893,Resale,Loan,No,Axis,2772621,4993554,Tamil Nadu,Urban Park,Lost
410,157,18,610,2024-06-08,2024-05-19,2024-06-23,Plot,Bangalore,11226318,223362,11002956,550147,660177,12213280,1,110029,Resale,Mixed,Yes,Axis,9671735,3496339,Telangana,Emerald Residency,Negotiation
411,4094,83,346,2025-02-24,2025-02-04,2025-03-11,Apartment,Delhi,17309458,457486,16851972,842598,1011118,18705688,2,337039,Resale,Loan,Yes,Kotak,7259187,2560102,Delhi,Greenfield Vista,Cancelled
412,3165,48,259,2023-03-15,2023-02-23,2023-03-30,Apartment,Delhi,9517163,101400,9415763,470788,564945,10451496,1,94157,New Sale,Mixed,Yes,ICICI,8277897,1341463,Maharashtra,Elite Park,Registered
413,2596,4,219,2021-11-21,2021-11-01,2021-12-06,Apartment,Mumbai,16056560,324710,15731850,786592,943911,17462353,1,157318,New Sale,Cash,No,SBI,4139595,3500319,Karnataka,Greenfield Vista,Lead
414,5000,24,856,2021-10-17,2021-09-27,2021-11-01,Plot,Mumbai,4569952,300417,4269535,213476,256172,4739183,2,85390,New Sale,Cash,Yes,Axis,3393757,2469669,Karnataka,Golden Garden,Agreement Signed
415,186,12,676,2021-05-28,2021-05-08,2021-06-12,Plot,Delhi,9318191,323931,8994260,449713,539655,9983628,3,269827,Resale,Loan,Yes,SBI,6186372,3587921,Maharashtra,Golden Towers,Cancelled
416,3049,87,159,2023-09-03,2023-08-14,2023-09-18,Villa,Chennai,16822097,410454,16411643,820582,984698,18216923,3,492349,Resale,Cash,No,HDFC,5715402,1881702,Telangana,Emerald Residency,Cancelled
417,4205,55,952,2021-07-26,2021-07-06,2021-08-10,Apartment,Chennai,18421393,58155,18363238,918161,1101794,20383193,1,183632,New Sale,Mixed,No,HDFC,1317088,3427129,Gujarat,Emerald Residency,Lead
418,2358,46,898,2023-10-20,2023-09-30,2023-11-04,Plot,Delhi,18627732,178926,18448806,922440,1106928,20478174,1,184488,Resale,Loan,No,SBI,1885985,2404104,Gujarat,Emerald Homes,Lost
419,2674,65,804,2024-05-16,2024-04-26,2024-05-31,Apartment,Chennai,5700071,129452,5570619,278530,334237,6183386,2,111412,New Sale,Cash,No,ICICI,7687524,2797397,Telangana,Greenfield Residency,Cancelled
420,2491,39,335,2023-07-19,2023-06-29,2023-08-03,Plot,Chennai,9122807,34511,9088296,454414,545297,10088007,2,181765,New Sale,Mixed,Yes,ICICI,9693693,3668400,Maharashtra,Palm Towers,Lost
421,4433,18,298,2022-11-03,2022-10-14,2022-11-18,Villa,Chennai,19044976,119270,18925706,946285,1135542,21007533,1,189257,Resale,Cash,Yes,HDFC,9962074,814614,Tamil Nadu,Skyline Enclave,Agreement Signed
422,314,80,729,2023-05-19,2023-04-29,2023-06-03,Apartment,Hyderabad,19698094,434048,19264046,963202,1155842,21383090,2,385280,Resale,Cash,Yes,HDFC,9559610,4328692,Telangana,Emerald Garden,Negotiation
423,2492,88,49,2021-12-12,2021-11-22,2021-12-27,Villa,Hyderabad,11712834,80520,11632314,581615,697938,12911867,2,232646,New Sale,Mixed,No,Axis,8562351,774265,Karnataka,Urban Park,Lead
424,2382,49,139,2022-02-13,2022-01-24,2022-02-28,Apartment,Chennai,8965334,263951,8701383,435069,522082,9658534,1,87013,Resale,Cash,No,SBI,9070444,4126169,Maharashtra,Greenfield Vista,Agreement Signed
425,1,13,783,2025-12-23,2025-12-03,2026-01-07,Villa,Ahmedabad,6462398,133088,6329310,316465,379758,7025533,2,126586,Resale,Loan,Yes,Kotak,9836187,4237578,Telangana,Emerald Residency,Site Visit
426,2782,30,467,2022-04-01,2022-03-12,2022-04-16,Apartment,Bangalore,8915708,236556,8679152,433957,520749,9633858,2,173583,New Sale,Loan,No,ICICI,8075438,3099184,Delhi,Golden Plaza,Agreement Signed
427,2396,30,845,2022-08-31,2022-08-11,2022-09-15,Apartment,Chennai,19206456,291375,18915081,945754,1134904,20995739,3,567452,Resale,Cash,No,Axis,3038551,1444309,Gujarat,Urban Residency,Site Visit
428,4239,55,177,2022-09-30,2022-09-10,2022-10-15,Villa,Delhi,8078473,32139,8046334,402316,482780,8931430,1,80463,Resale,Mixed,No,Axis,5314127,1922418,Maharashtra,Sunrise Towers,Site Visit
429,3332,96,668,2022-07-06,2022-06-16,2022-07-21,Villa,Ahmedabad,11056212,316156,10740056,537002,644403,11921461,1,107400,New Sale,Cash,No,Axis,4485465,1193841,Delhi,Emerald Enclave,Agreement Signed
430,1985,35,457,2022-04-17,2022-03-28,2022-05-02,Villa,Bangalore,4969548,126313,4843235,242161,290594,5375990,1,48432,New Sale,Loan,No,HDFC,7123318,4302818,Gujarat,Elite Park,Lost
431,308,10,354,2023-01-24,2023-01-04,2023-02-08,Plot,Bangalore,18113556,311924,17801632,890081,1068097,19759810,2,356032,Resale,Loan,Yes,Kotak,9480297,2663448,Tamil Nadu,Skyline Enclave,Lost
432,1098,48,10,2021-03-18,2021-02-26,2021-04-02,Apartment,Mumbai,17463388,252900,17210488,860524,1032629,19103641,2,344209,New Sale,Cash,No,HDFC,4988633,4960030,Delhi,Golden Plaza,Cancelled
433,3346,90,250,2022-05-23,2022-05-03,2022-06-07,Apartment,Pune,7342939,35520,7307419,365370,438445,8111234,1,73074,New Sale,Mixed,No,Axis,7360885,1038126,Telangana,Sunrise Heights,Negotiation
434,3778,82,134,2021-01-15,2020-12-26,2021-01-30,Villa,Mumbai,8246681,385027,7861654,393082,471699,8726435,2,157233,Resale,Loan,No,Kotak,3580785,1936954,Maharashtra,Elite Enclave,Agreement Signed
435,578,15,601,2023-02-04,2023-01-15,2023-02-19,Villa,Delhi,13162408,377231,12785177,639258,767110,14191545,3,383555,New Sale,Mixed,Yes,Kotak,1395554,2808951,Telangana,Greenfield Vista,Registered
436,2014,17,21,2025-12-12,2025-11-22,2025-12-27,Plot,Bangalore,7416189,39577,7376612,368830,442596,8188038,3,221298,New Sale,Cash,No,SBI,7907685,1007173,Telangana,Royal Residency,Cancelled
437,3855,84,69,2022-01-14,2021-12-25,2022-01-29,Plot,Pune,4648063,437261,4210802,210540,252648,4673990,2,84216,Resale,Mixed,No,ICICI,4465300,1068642,Telangana,Skyline Vista,Site Visit
438,3963,73,324,2023-09-02,2023-08-13,2023-09-17,Apartment,Ahmedabad,16796949,490939,16306010,815300,978360,18099670,3,489180,New Sale,Mixed,No,SBI,5694864,746295,Delhi,Emerald Residency,Booked
439,1227,92,241,2023-05-31,2023-05-11,2023-06-15,Apartment,Bangalore,5634395,170050,5464345,273217,327860,6065422,3,163930,Resale,Loan,Yes,Axis,4471714,4350171,Telangana,Elite Park,Lead
440,4876,63,869,2025-07-11,2025-06-21,2025-07-26,Villa,Ahmedabad,7909371,101121,7808250,390412,468495,8667157,3,234247,New Sale,Cash,Yes,SBI,2439714,1085094,Telangana,Silver Apartments,Booked
441,61,28,295,2021-12-23,2021-12-03,2022-01-07,Apartment,Chennai,8193119,169862,8023257,401162,481395,8905814,1,80232,New Sale,Loan,Yes,ICICI,9155412,3409180,Telangana,Silver Apartments,Cancelled
442,324,37,267,2021-01-14,2020-12-25,2021-01-29,Plot,Chennai,11891177,417158,11474019,573700,688441,12736160,3,344220,Resale,Mixed,No,HDFC,7404586,3755287,Karnataka,Sunrise Apartments,Registered
443,138,4,760,2024-09-13,2024-08-24,2024-09-28,Apartment,Hyderabad,12662517,79279,12583238,629161,754994,13967393,1,125832,Resale,Cash,No,Axis,8025677,1377203,Karnataka,Emerald Residency,Negotiation
444,2491,27,353,2022-03-11,2022-02-19,2022-03-26,Apartment,Pune,5867663,265335,5602328,280116,336139,6218583,2,112046,Resale,Loan,No,ICICI,7539481,784061,Telangana,Greenfield Residency,Site Visit
445,123,26,793,2023-01-05,2022-12-16,2023-01-20,Plot,Delhi,6671903,322515,6349388,317469,380963,7047820,3,190481,Resale,Mixed,Yes,HDFC,4591932,2800150,Maharashtra,Sunrise Towers,Cancelled
446,718,20,613,2024-12-02,2024-11-12,2024-12-17,Apartment,Delhi,11198570,418870,10779700,538985,646782,11965467,1,107797,Resale,Loan,Yes,Kotak,4927437,1392748,Tamil Nadu,Sunrise Vista,Cancelled
447,2312,79,134,2025-12-02,2025-11-12,2025-12-17,Plot,Mumbai,8277491,147626,8129865,406493,487791,9024149,2,162597,Resale,Cash,No,Axis,1225493,1083288,Telangana,Silver Enclave,Negotiation
448,4460,4,953,2022-12-05,2022-11-15,2022-12-20,Apartment,Hyderabad,17161160,371708,16789452,839472,1007367,18636291,3,503683,Resale,Mixed,Yes,HDFC,6563252,4141973,Gujarat,Greenfield Vista,Site Visit
449,4906,48,629,2024-03-28,2024-03-08,2024-04-12,Villa,Chennai,16571944,335711,16236233,811811,974173,18022217,1,162362,Resale,Loan,No,Axis,1603653,3438313,Gujarat,Palm Heights,Agreement Signed
450,2536,3,115,2025-06-07,2025-05-18,2025-06-22,Plot,Chennai,14347274,344603,14002671,700133,840160,15542964,1,140026,New Sale,Loan,Yes,ICICI,2642938,4092535,Tamil Nadu,Skyline Vista,Cancelled
451,1418,60,461,2022-04-25,2022-04-05,2022-05-10,Apartment,Bangalore,16636740,490642,16146098,807304,968765,17922167,1,161460,New Sale,Mixed,Yes,ICICI,8615394,4982444,Maharashtra,Greenfield Residency,Lost
452,4487,26,128,2023-05-23,2023-05-03,2023-06-07,Plot,Mumbai,13887574,432006,13455568,672778,807334,14935680,2,269111,New Sale,Cash,Yes,SBI,9367953,864053,Maharashtra,Skyline Vista,Site Visit
453,2142,26,115,2025-09-07,2025-08-18,2025-09-22,Apartment,Mumbai,9103093,346383,8756710,437835,525402,9719947,1,87567,New Sale,Mixed,Yes,HDFC,4972694,2189170,Karnataka,Skyline Residency,Lost
454,4643,53,666,2021-12-26,2021-12-06,2022-01-10,Villa,Delhi,4446567,497909,3948658,197432,236919,4383009,3,118459,Resale,Loan,Yes,Kotak,5305067,986734,Telangana,Royal Park,Booked
455,1911,19,964,2025-03-08,2025-02-16,2025-03-23,Plot,Delhi,10737905,81111,10656794,532839,639407,11829040,1,106567,Resale,Cash,No,SBI,7208110,2588034,Tamil Nadu,Silver Apartments,Lead
456,4674,75,157,2025-04-10,2025-03-21,2025-04-25,Plot,Chennai,14222120,298120,13924000,696200,835440,15455640,2,278480,New Sale,Cash,No,Kotak,3278236,1449012,Karnataka,Urban Park,Agreement Signed
457,1619,39,711,2023-08-05,2023-07-16,2023-08-20,Villa,Mumbai,7640243,479928,7160315,358015,429618,7947948,1,71603,Resale,Loan,No,Axis,4069986,1000193,Gujarat,Urban Residency,Cancelled
458,1649,22,492,2021-03-26,2021-03-06,2021-04-10,Plot,Mumbai,14079747,381545,13698202,684910,821892,15205004,3,410946,New Sale,Mixed,Yes,ICICI,3119133,4922580,Delhi,Greenfield Vista,Site Visit
459,2272,34,449,2022-05-13,2022-04-23,2022-05-28,Villa,Delhi,12706083,242782,12463301,623165,747798,13834264,2,249266,Resale,Cash,Yes,HDFC,5815695,2836806,Karnataka,Palm Towers,Site Visit
460,2229,23,215,2021-12-08,2021-11-18,2021-12-23,Apartment,Mumbai,19433799,413817,19019982,950999,1141198,21112179,2,380399,New Sale,Loan,Yes,ICICI,6399716,4360342,Karnataka,Silver Plaza,Agreement Signed
461,716,97,940,2021-06-28,2021-06-08,2021-07-13,Villa,Hyderabad,11287131,27132,11259999,562999,675599,12498597,3,337799,New Sale,Mixed,Yes,Kotak,4243090,4824182,Tamil Nadu,Urban Heights,Agreement Signed
462,3768,49,557,2021-04-23,2021-04-03,2021-05-08,Apartment,Bangalore,16268862,29507,16239355,811967,974361,18025683,3,487180,New Sale,Mixed,No,Axis,1646478,3828106,Telangana,Royal Towers,Lost
463,76,81,674,2023-05-21,2023-05-01,2023-06-05,Apartment,Pune,17405727,196687,17209040,860452,1032542,19102034,3,516271,Resale,Cash,Yes,ICICI,3909111,4412510,Tamil Nadu,Golden Garden,Cancelled
464,4909,46,260,2025-11-02,2025-10-13,2025-11-17,Villa,Delhi,7334700,239595,7095105,354755,425706,7875566,2,141902,New Sale,Cash,Yes,SBI,5341470,2414508,Maharashtra,Royal Park,Booked
465,412,57,278,2022-05-19,2022-04-29,2022-06-03,Apartment,Bangalore,5708841,117900,5590941,279547,335456,6205944,3,167728,New Sale,Mixed,Yes,ICICI,6134125,2214357,Karnataka,Emerald Residency,Negotiation
466,2513,91,949,2025-09-04,2025-08-15,2025-09-19,Apartment,Hyderabad,15356800,366083,14990717,749535,899443,16639695,2,299814,New Sale,Loan,Yes,Kotak,2910555,4195029,Gujarat,Silver Plaza,Cancelled
467,39,19,400,2025-06-14,2025-05-25,2025-06-29,Plot,Hyderabad,12544317,305133,12239184,611959,734351,13585494,3,367175,Resale,Cash,Yes,HDFC,1805546,2660150,Telangana,Skyline Enclave,Booked
468,772,14,102,2022-04-20,2022-03-31,2022-05-05,Plot,Mumbai,7798030,12709,7785321,389266,467119,8641706,2,155706,New Sale,Cash,Yes,ICICI,5294970,4409254,Gujarat,Urban Garden,Registered
469,4908,70,381,2024-01-29,2024-01-09,2024-02-13,Plot,Ahmedabad,11721391,184839,11536552,576827,692193,12805572,3,346096,New Sale,Loan,Yes,HDFC,2768684,1734204,Telangana,Elite Enclave,Agreement Signed
470,801,53,130,2025-08-07,2025-07-18,2025-08-22,Villa,Hyderabad,8595212,459592,8135620,406781,488137,9030538,2,162712,Resale,Mixed,No,HDFC,5394345,2809566,Maharashtra,Greenfield Plaza,Lead
471,4577,72,650,2022-11-21,2022-11-01,2022-12-06,Apartment,Ahmedabad,11244164,464289,10779875,538993,646792,11965660,3,323396,New Sale,Cash,Yes,Kotak,2195616,4534869,Telangana,Skyline Heights,Agreement Signed
472,1140,67,914,2025-01-26,2025-01-06,2025-02-10,Apartment,Hyderabad,14547943,394921,14153022,707651,849181,15709854,3,424590,Resale,Loan,No,HDFC,6759471,4073633,Karnataka,Greenfield Vista,Lead
473,2296,88,672,2025-01-17,2024-12-28,2025-02-01,Villa,Hyderabad,6962935,164461,6798474,339923,407908,7546305,2,135969,New Sale,Mixed,No,HDFC,7536120,3221942,Tamil Nadu,Skyline Heights,Lost
474,1332,18,927,2023-04-18,2023-03-29,2023-05-03,Apartment,Ahmedabad,8067971,243713,7824258,391212,469455,8684925,2,156485,Resale,Mixed,Yes,Axis,5634454,2341450,Karnataka,Skyline Residency,Lead
475,3498,31,172,2021-04-22,2021-04-02,2021-05-07,Apartment,Bangalore,9047249,7133,9040116,452005,542406,10034527,1,90401,Resale,Loan,Yes,HDFC,5553123,1988645,Tamil Nadu,Elite Enclave,Cancelled
476,4919,3,199,2024-10-31,2024-10-11,2024-11-15,Plot,Hyderabad,4720749,362071,4358678,217933,261520,4838131,3,130760,Resale,Cash,Yes,Axis,5633978,3663952,Telangana,Sunrise Apartments,Site Visit
477,4121,86,639,2023-01-09,2022-12-20,2023-01-24,Apartment,Hyderabad,7359305,375160,6984145,349207,419048,7752400,1,69841,New Sale,Mixed,No,SBI,6727990,4243043,Maharashtra,Sunrise Vista,Site Visit
478,4390,42,47,2021-10-13,2021-09-23,2021-10-28,Apartment,Ahmedabad,6004608,217240,5787368,289368,347242,6423978,3,173621,Resale,Loan,No,SBI,1295678,4545776,Tamil Nadu,Greenfield Garden,Site Visit
479,1543,25,270,2021-12-08,2021-11-18,2021-12-23,Villa,Pune,6345967,482324,5863643,293182,351818,6508643,2,117272,Resale,Mixed,No,HDFC,6750177,1341502,Tamil Nadu,Emerald Homes,Registered
480,1098,98,169,2022-12-15,2022-11-25,2022-12-30,Plot,Bangalore,6931532,15538,6915994,345799,414959,7676752,2,138319,Resale,Loan,No,Kotak,9252002,4506251,Tamil Nadu,Urban Heights,Booked
481,3231,51,963,2023-03-20,2023-02-28,2023-04-04,Villa,Mumbai,17914901,48689,17866212,893310,1071972,19831494,3,535986,Resale,Cash,Yes,SBI,7566671,3464442,Gujarat,Golden Garden,Negotiation
482,2864,35,998,2023-05-26,2023-05-06,2023-06-10,Plot,Pune,14913069,256905,14656164,732808,879369,16268341,2,293123,New Sale,Cash,No,Kotak,1472659,4983503,Telangana,Greenfield Vista,Site Visit
483,4028,27,712,2022-08-13,2022-07-24,2022-08-28,Plot,Mumbai,19269428,495053,18774375,938718,1126462,20839555,2,375487,Resale,Mixed,Yes,Kotak,6565519,1097997,Gujarat,Skyline Plaza,Booked
484,4367,40,101,2025-10-16,2025-09-26,2025-10-31,Apartment,Bangalore,17436611,190913,17245698,862284,1034741,19142723,1,172456,Resale,Loan,Yes,ICICI,4104924,3460260,Gujarat,Urban Enclave,Agreement Signed
485,4441,26,995,2024-09-06,2024-08-17,2024-09-21,Villa,Chennai,11007258,280847,10726411,536320,643584,11906315,3,321792,Resale,Mixed,Yes,SBI,1824567,3782716,Telangana,Urban Heights,Site Visit
486,4058,97,115,2021-03-24,2021-03-04,2021-04-08,Plot,Ahmedabad,5991253,252762,5738491,286924,344309,6369724,3,172154,New Sale,Cash,Yes,HDFC,3137496,1364387,Telangana,Sunrise Vista,Lead
487,4051,62,436,2025-10-08,2025-09-18,2025-10-23,Plot,Mumbai,5980432,161870,5818562,290928,349113,6458603,2,116371,Resale,Loan,No,Kotak,4742195,1245785,Delhi,Greenfield Vista,Cancelled
488,2250,66,951,2023-05-31,2023-05-11,2023-06-15,Plot,Chennai,18064243,297838,17766405,888320,1065984,19720709,3,532992,New Sale,Cash,No,Kotak,5947542,4908791,Maharashtra,Emerald Garden,Agreement Signed
489,1087,42,131,2021-12-15,2021-11-25,2021-12-30,Villa,Delhi,12568539,410248,12158291,607914,729497,13495702,3,364748,New Sale,Cash,No,Kotak,3652952,2163688,Maharashtra,Greenfield Plaza,Lost
490,1396,14,40,2021-11-24,2021-11-04,2021-12-09,Villa,Chennai,4178126,127675,4050451,202522,243027,4496000,2,81009,Resale,Loan,Yes,ICICI,9445514,1595241,Telangana,Skyline Plaza,Cancelled
491,3664,77,357,2021-05-09,2021-04-19,2021-05-24,Apartment,Chennai,6028900,266344,5762556,288127,345753,6396436,2,115251,Resale,Mixed,Yes,HDFC,4571818,4255931,Telangana,Emerald Homes,Cancelled
492,387,67,719,2025-07-23,2025-07-03,2025-08-07,Plot,Mumbai,12763541,330453,12433088,621654,745985,13800727,1,124330,New Sale,Cash,No,Kotak,3774355,2554892,Delhi,Silver Enclave,Booked
493,4412,40,711,2022-03-09,2022-02-17,2022-03-24,Plot,Hyderabad,7919704,184992,7734712,386735,464082,8585529,3,232041,New Sale,Mixed,Yes,Axis,2509775,1500899,Gujarat,Greenfield Plaza,Lost
494,2309,23,436,2023-07-29,2023-07-09,2023-08-13,Villa,Ahmedabad,12734344,106882,12627462,631373,757647,14016482,3,378823,New Sale,Cash,Yes,Kotak,9573451,1063661,Karnataka,Golden Towers,Booked
495,2380,76,488,2023-04-13,2023-03-24,2023-04-28,Plot,Hyderabad,4450828,300788,4150040,207502,249002,4606544,3,124501,Resale,Loan,No,HDFC,4738344,1854524,Telangana,Emerald Residency,Cancelled
496,4083,88,946,2021-03-08,2021-02-16,2021-03-23,Villa,Mumbai,15738542,427988,15310554,765527,918633,16994714,3,459316,New Sale,Cash,No,Kotak,2872046,2263000,Karnataka,Skyline Enclave,Booked
497,200,95,995,2021-10-01,2021-09-11,2021-10-16,Plot,Pune,14034293,148526,13885767,694288,833146,15413201,1,138857,Resale,Loan,No,Axis,1089646,3575843,Maharashtra,Royal Towers,Cancelled
498,602,2,566,2025-01-30,2025-01-10,2025-02-14,Villa,Ahmedabad,10885904,333967,10551937,527596,633116,11712649,3,316558,Resale,Mixed,Yes,Axis,4737496,2042338,Karnataka,Skyline Vista,Site Visit
499,2448,73,643,2025-07-29,2025-07-09,2025-08-13,Apartment,Mumbai,7169283,128079,7041204,352060,422472,7815736,2,140824,New Sale,Cash,Yes,SBI,3658829,1668394,Maharashtra,Greenfield Garden,Lost
