ExpenseID,PropertyID,SalesID,ExpenseDate,Year,Month,ExpenseCategory,ExpenseType,ExpenseDescription,ExpenseAmount,TaxAmount,TotalExpenseAmount,PaidBy,AllocatedTo,PaymentMode,ExpenseStatus
1176,974,675,2022-03-04,2022,3,Admin,Variable,Operational Expense,181909,32743,214652,Agent,Property,Cheque,Approved
1177,2840,1175,2024-06-03,2024,6,Maintenance,Fixed,Operational Expense,101942,18349,120291,Agent,Property,Cash,Approved
1178,3214,1551,2023-12-08,2023,12,Admin,Fixed,Operational Expense,94911,17083,111994,Company,Property,Cash,Pending
1179,925,2471,2024-01-08,2024,1,Maintenance,Variable,Operational Expense,21747,3914,25661,Owner,Property,Cheque,Pending
1180,1488,44,2023-02-17,2023,2,Marketing,Variable,Operational Expense,93403,16812,110215,Agent,Sale,Cheque,Approved
1181,3617,814,2022-01-12,2022,1,Maintenance,Fixed,Operational Expense,24056,4330,28386,Company,Sale,Cheque,Pending
1182,3435,2119,2025-09-07,2025,9,Maintenance,Variable,Operational Expense,33117,5961,39078,Company,Sale,Cheque,Approved
1183,2270,1513,2024-01-24,2024,1,Legal,Fixed,Operational Expense,106916,19244,126160,Owner,Sale,Cheque,Approved
1184,1373,2166,2024-08-16,2024,8,Brokerage,Fixed,Operational Expense,163400,29412,192812,Owner,Sale,Cash,Approved
1185,2434,405,2022-12-05,2022,12,Marketing,Fixed,Operational Expense,28079,5054,33133,Company,Property,Online,Pending
1186,2767,601,2021-06-28,2021,6,Marketing,Variable,Operational Expense,41680,7502,49182,Agent,Property,Online,Approved
1187,3284,1454,2023-04-14,2023,4,Marketing,Fixed,Operational Expense,31348,5642,36990,Agent,Sale,Cash,Approved
1188,3178,2244,2023-11-06,2023,11,Admin,Variable,Operational Expense,189090,34036,223126,Agent,Property,Cash,Approved
1189,880,511,2022-06-22,2022,6,Admin,Variable,Operational Expense,72839,13111,85950,Owner,Property,Online,Approved
1190,4031,158,2021-06-02,2021,6,Admin,Fixed,Operational Expense,148553,26739,175292,Agent,Sale,Cheque,Pending
1191,3603,108,2024-02-19,2024,2,Legal,Fixed,Operational Expense,113584,20445,134029,Owner,Sale,Cheque,Pending
1192,2850,896,2021-10-04,2021,10,Admin,Variable,Operational Expense,40407,7273,47680,Owner,Property,Cash,Approved
1193,21,2041,2021-12-04,2021,12,Legal,Variable,Operational Expense,120915,21764,142679,Company,Sale,Online,Approved
1194,263,2045,2024-01-05,2024,1,Maintenance,Variable,Operational Expense,92496,16649,109145,Owner,Sale,Online,Pending
1195,3241,757,2025-03-11,2025,3,Marketing,Variable,Operational Expense,5972,1074,7046,Owner,Sale,Cheque,Pending
1196,2015,452,2021-10-13,2021,10,Admin,Fixed,Operational Expense,161887,29139,191026,Owner,Property,Online,Pending
1197,3621,2364,2023-06-18,2023,6,Admin,Fixed,Operational Expense,45892,8260,54152,Agent,Property,Cheque,Pending
1198,1967,2199,2021-04-30,2021,4,Admin,Fixed,Operational Expense,94163,16949,111112,Owner,Sale,Cash,Pending
1199,1758,1990,2025-02-05,2025,2,Maintenance,Variable,Operational Expense,96725,17410,114135,Company,Sale,Cheque,Pending
1200,4572,1526,2025-03-26,2025,3,Marketing,Fixed,Operational Expense,54361,9784,64145,Company,Sale,Cash,Pending
1201,2723,54,2022-02-27,2022,2,Legal,Variable,Operational Expense,23359,4204,27563,Owner,Property,Online,Approved
1202,4437,102,2021-12-23,2021,12,Legal,Variable,Operational Expense,67221,12099,79320,Company,Sale,Online,Pending
1203,249,1658,2025-08-30,2025,8,Legal,Fixed,Operational Expense,168180,30272,198452,Owner,Property,Cash,Approved
1204,1735,262,2024-01-17,2024,1,Admin,Variable,Operational Expense,99045,17828,116873,Owner,Property,Online,Approved
1205,1099,2299,2025-06-07,2025,6,Marketing,Fixed,Operational Expense,56733,10211,66944,Agent,Property,Cheque,Approved
1206,3804,606,2023-07-05,2023,7,Marketing,Variable,Operational Expense,133024,23944,156968,Owner,Property,Online,Pending
1207,875,1668,2023-02-06,2023,2,Brokerage,Variable,Operational Expense,88093,15856,103949,Company,Property,Cash,Approved
1208,1467,1230,2021-04-29,2021,4,Admin,Variable,Operational Expense,74896,13481,88377,Agent,Property,Cash,Pending
1209,1537,2216,2022-09-25,2022,9,Brokerage,Variable,Operational Expense,198032,35645,233677,Company,Property,Online,Approved
1210,3861,1761,2024-07-13,2024,7,Marketing,Variable,Operational Expense,179822,32367,212189,Agent,Sale,Cheque,Pending
1211,3373,1363,2024-07-16,2024,7,Marketing,Variable,Operational Expense,166008,29881,195889,Agent,Sale,Online,Pending
1212,3318,2343,2024-09-05,2024,9,Brokerage,Fixed,Operational Expense,173512,31232,204744,Agent,Sale,Cheque,Approved
1213,3425,70,2024-05-18,2024,5,Admin,Variable,Operational Expense,129263,23267,152530,Owner,Sale,Cheque,Pending
1214,3474,1733,2021-01-11,2021,1,Marketing,Variable,Operational Expense,135510,24391,159901,Agent,Sale,Cheque,Approved
1215,236,154,2024-08-01,2024,8,Legal,Variable,Operational Expense,78596,14147,92743,Owner,Property,Cash,Pending
1216,2069,1208,2021-10-28,2021,10,Maintenance,Variable,Operational Expense,87050,15669,102719,Owner,Sale,Cheque,Approved
1217,4979,1089,2025-06-28,2025,6,Admin,Fixed,Operational Expense,120376,21667,142043,Agent,Property,Cheque,Approved
1218,4147,2205,2023-10-13,2023,10,Admin,Variable,Operational Expense,197941,35629,233570,Owner,Sale,Cash,Pending
1219,3486,2144,2025-01-14,2025,1,Legal,Variable,Operational Expense,188269,33888,222157,Company,Sale,Cash,Pending
1220,4629,1136,2025-11-29,2025,11,Marketing,Fixed,Operational Expense,195917,35265,231182,Owner,Property,Online,Pending
1221,4444,452,2022-08-29,2022,8,Maintenance,Fixed,Operational Expense,28498,5129,33627,Agent,Sale,Online,Approved
1222,2989,2190,2023-06-20,2023,6,Admin,Variable,Operational Expense,165644,29815,195459,Agent,Sale,Cash,Approved
1223,3238,,2024-07-01,2024,7,Admin,Variable,Operational Expense,65666,11819,77485,Owner,Sale,Cash,Approved
1224,1671,67,2022-10-20,2022,10,Brokerage,Fixed,Operational Expense,123932,22307,146239,Company,Sale,Cash,Approved
1225,4209,1839,2021-06-21,2021,6,Admin,Fixed,Operational Expense,104959,18892,123851,Company,Sale,Online,Approved
1226,3667,1155,2021-01-11,2021,1,Brokerage,Fixed,Operational Expense,40060,7210,47270,Company,Sale,Cash,Pending
1227,2384,1766,2025-09-28,2025,9,Legal,Fixed,Operational Expense,103030,18545,121575,Agent,Sale,Online,Approved
1228,2693,276,2022-10-12,2022,10,Maintenance,Variable,Operational Expense,27643,4975,32618,Owner,Sale,Cheque,Approved
1229,3687,2318,2025-09-24,2025,9,Brokerage,Fixed,Operational Expense,54869,9876,64745,Agent,Property,Online,Pending
1230,1050,1894,2023-05-13,2023,5,Maintenance,Variable,Operational Expense,118459,21322,139781,Agent,Property,Cheque,Approved
1231,542,2487,2021-09-02,2021,9,Brokerage,Variable,Operational Expense,43000,7740,50740,Agent,Property,Online,Approved
1232,1918,680,2023-11-12,2023,11,Marketing,Variable,Operational Expense,185578,33404,218982,Owner,Sale,Cash,Pending
1233,674,21,2024-08-17,2024,8,Maintenance,Fixed,Operational Expense,72736,13092,85828,Company,Property,Cheque,Approved
1234,2322,39,2024-10-10,2024,10,Maintenance,Variable,Operational Expense,62893,11320,74213,Owner,Sale,Cheque,Pending
1235,2357,199,2024-06-17,2024,6,Admin,Fixed,Operational Expense,167062,30071,197133,Company,Property,Cash,Pending
1236,3704,994,2024-04-28,2024,4,Legal,Variable,Operational Expense,125516,22592,148108,Owner,Property,Cash,Approved
1237,2016,761,2025-10-17,2025,10,Admin,Variable,Operational Expense,27656,4978,32634,Owner,Sale,Cheque,Pending
1238,4393,4,2023-02-14,2023,2,Admin,Variable,Operational Expense,198143,35665,233808,Agent,Property,Online,Approved
1239,547,604,2024-02-26,2024,2,Legal,Variable,Operational Expense,93522,16833,110355,Agent,Sale,Cash,Approved
1240,3770,871,2022-11-24,2022,11,Marketing,Variable,Operational Expense,179593,32326,211919,Owner,Property,Cash,Approved
1241,4375,1185,2025-03-12,2025,3,Admin,Fixed,Operational Expense,70694,12724,83418,Owner,Property,Cheque,Approved
1242,1110,2160,2022-12-19,2022,12,Legal,Variable,Operational Expense,108576,19543,128119,Company,Sale,Online,Pending
1243,3263,703,2021-07-16,2021,7,Admin,Fixed,Operational Expense,93369,16806,110175,Owner,Property,Online,Approved
1244,2536,1306,2021-10-07,2021,10,Admin,Fixed,Operational Expense,81661,14698,96359,Company,Sale,Cash,Pending
1245,4084,1052,2023-03-25,2023,3,Marketing,Fixed,Operational Expense,64649,11636,76285,Agent,Sale,Cheque,Pending
1246,2285,128,2022-04-11,2022,4,Maintenance,Variable,Operational Expense,12147,2186,14333,Agent,Property,Cash,Approved
1247,2720,1488,2024-05-07,2024,5,Maintenance,Fixed,Operational Expense,195595,35207,230802,Agent,Sale,Online,Approved
1248,3062,931,2023-04-25,2023,4,Brokerage,Fixed,Operational Expense,156870,28236,185106,Agent,Property,Online,Pending
1249,1992,1213,2022-07-15,2022,7,Maintenance,Variable,Operational Expense,167643,30175,197818,Agent,Sale,Online,Approved
1250,355,1372,2021-05-25,2021,5,Marketing,Fixed,Operational Expense,100046,18008,118054,Company,Sale,Online,Pending
1251,4175,1869,2022-08-01,2022,8,Marketing,Variable,Operational Expense,95643,17215,112858,Company,Sale,Cheque,Approved
1252,4689,1463,2025-03-12,2025,3,Marketing,Variable,Operational Expense,115056,20710,135766,Company,Sale,Online,Pending
1253,1525,951,2024-11-02,2024,11,Marketing,Variable,Operational Expense,113595,20447,134042,Agent,Sale,Cash,Pending
1254,2590,1312,2022-11-09,2022,11,Marketing,Variable,Operational Expense,13594,2446,16040,Company,Sale,Cheque,Pending
1255,4436,242,2024-07-27,2024,7,Admin,Variable,Operational Expense,179410,32293,211703,Company,Property,Online,Approved
1256,2246,146,2024-10-05,2024,10,Brokerage,Fixed,Operational Expense,163686,29463,193149,Agent,Sale,Online,Pending
1257,4251,458,2025-04-17,2025,4,Marketing,Fixed,Operational Expense,177173,31891,209064,Company,Sale,Cash,Approved
1258,3417,2162,2025-07-08,2025,7,Marketing,Fixed,Operational Expense,40821,7347,48168,Owner,Property,Cheque,Approved
1259,315,521,2022-01-13,2022,1,Maintenance,Fixed,Operational Expense,147574,26563,174137,Company,Sale,Online,Approved
1260,1626,532,2025-05-14,2025,5,Admin,Fixed,Operational Expense,7547,1358,8905,Owner,Property,Cash,Pending
1261,3831,1324,2023-08-17,2023,8,Marketing,Variable,Operational Expense,191938,34548,226486,Agent,Sale,Online,Approved
1262,3736,1092,2025-05-14,2025,5,Admin,Variable,Operational Expense,199368,35886,235254,Company,Sale,Online,Approved
1263,2459,2317,2021-02-21,2021,2,Maintenance,Fixed,Operational Expense,42690,7684,50374,Agent,Sale,Cash,Pending
1264,1271,714,2024-12-14,2024,12,Marketing,Fixed,Operational Expense,61957,11152,73109,Company,Sale,Cheque,Approved
1265,2528,1607,2024-09-17,2024,9,Admin,Variable,Operational Expense,50009,9001,59010,Owner,Sale,Cash,Pending
1266,4567,2074,2022-01-28,2022,1,Brokerage,Variable,Operational Expense,159726,28750,188476,Owner,Property,Cash,Approved
1267,4960,76,2024-01-16,2024,1,Maintenance,Variable,Operational Expense,48979,8816,57795,Agent,Property,Cheque,Approved
1268,191,1831,2022-04-08,2022,4,Marketing,Fixed,Operational Expense,127126,22882,150008,Agent,Property,Cheque,Pending
1269,2867,666,2024-06-15,2024,6,Brokerage,Variable,Operational Expense,147021,26463,173484,Company,Property,Cash,Approved
1270,179,252,2023-08-23,2023,8,Maintenance,Fixed,Operational Expense,64074,11533,75607,Owner,Sale,Cheque,Pending
1271,3259,930,2024-05-30,2024,5,Maintenance,Variable,Operational Expense,69170,12450,81620,Agent,Sale,Cash,Approved
1272,2088,1265,2025-06-30,2025,6,Marketing,Fixed,Operational Expense,176526,31774,208300,Company,Property,Online,Approved
1273,2059,647,2023-01-03,2023,1,Marketing,Fixed,Operational Expense,143017,25743,168760,Agent,Property,Cash,Approved
1274,2808,292,2023-09-06,2023,9,Marketing,Fixed,Operational Expense,88019,15843,103862,Agent,Property,Online,Approved
1275,3743,1382,2025-10-25,2025,10,Legal,Variable,Operational Expense,123289,22192,145481,Company,Property,Cheque,Approved
1276,4184,85,2021-01-25,2021,1,Brokerage,Variable,Operational Expense,189769,34158,223927,Agent,Sale,Cash,Pending
1277,1395,1903,2024-09-21,2024,9,Brokerage,Fixed,Operational Expense,44044,7927,51971,Company,Property,Cheque,Approved
1278,4469,177,2023-10-07,2023,10,Brokerage,Fixed,Operational Expense,58263,10487,68750,Owner,Property,Online,Approved
1279,3947,2188,2021-10-30,2021,10,Brokerage,Variable,Operational Expense,17269,3108,20377,Company,Property,Cheque,Pending
1280,2534,2295,2025-03-13,2025,3,Marketing,Fixed,Operational Expense,42442,7639,50081,Company,Property,Online,Pending
1281,4169,1632,2021-06-07,2021,6,Brokerage,Fixed,Operational Expense,51797,9323,61120,Agent,Sale,Online,Approved
1282,808,471,2024-04-17,2024,4,Admin,Fixed,Operational Expense,130455,23481,153936,Agent,Sale,Cash,Approved
1283,1019,1838,2021-09-08,2021,9,Legal,Variable,Operational Expense,187433,33737,221170,Owner,Property,Online,Pending
1284,3319,140,2024-11-29,2024,11,Maintenance,Variable,Operational Expense,73083,13154,86237,Agent,Property,Cash,Pending
1285,869,1147,2024-03-08,2024,3,Admin,Fixed,Operational Expense,77378,13928,91306,Company,Sale,Online,Pending
1286,4044,1370,2025-05-10,2025,5,Admin,Fixed,Operational Expense,37030,6665,43695,Company,Property,Online,Approved
1287,1399,339,2025-07-19,2025,7,Legal,Fixed,Operational Expense,194318,34977,229295,Company,Sale,Cash,Approved
1288,4293,397,2024-06-08,2024,6,Brokerage,Fixed,Operational Expense,196987,35457,232444,Company,Sale,Cash,Approved
1289,4656,786,2025-11-17,2025,11,Brokerage,Variable,Operational Expense,81061,14590,95651,Owner,Property,Online,Pending
1290,1725,886,2024-01-20,2024,1,Brokerage,Fixed,Operational Expense,163306,29395,192701,Owner,Sale,Cheque,Approved
1291,2366,2203,2021-11-04,2021,11,Legal,Fixed,Operational Expense,18945,3410,22355,Agent,Property,Cheque,Approved
1292,1687,559,2022-01-25,2022,1,Legal,Fixed,Operational Expense,24391,4390,28781,Owner,Sale,Cheque,Pending
1293,1980,2328,2022-09-19,2022,9,Maintenance,Variable,Operational Expense,183756,33076,216832,Company,Property,Cash,Pending
1294,4667,169,2022-09-25,2022,9,Admin,Fixed,Operational Expense,85978,15476,101454,Company,Property,Cash,Approved
1295,2636,364,2025-04-22,2025,4,Admin,Variable,Operational Expense,195084,35115,230199,Agent,Sale,Cheque,Approved
1296,628,2004,2025-02-04,2025,2,Maintenance,Variable,Operational Expense,167805,30204,198009,Agent,Sale,Cheque,Approved
1297,146,2344,2022-11-03,2022,11,Admin,Fixed,Operational Expense,121289,21832,143121,Agent,Property,Online,Approved
1298,4090,894,2021-12-20,2021,12,Brokerage,Fixed,Operational Expense,96261,17326,113587,Company,Sale,Cheque,Pending
1299,3541,261,2022-01-02,2022,1,Admin,Fixed,Operational Expense,28646,5156,33802,Owner,Property,Online,Approved
1300,4719,249,2022-12-01,2022,12,Marketing,Fixed,Operational Expense,147408,26533,173941,Company,Property,Cheque,Pending
1301,2082,229,2023-02-21,2023,2,Admin,Fixed,Operational Expense,108967,19614,128581,Owner,Property,Online,Approved
1302,3112,1685,2021-08-14,2021,8,Legal,Fixed,Operational Expense,37775,6799,44574,Agent,Sale,Cash,Approved
1303,3031,1516,2024-09-23,2024,9,Legal,Variable,Operational Expense,90287,16251,106538,Company,Property,Cheque,Pending
1304,2588,1427,2022-09-10,2022,9,Brokerage,Variable,Operational Expense,15229,2741,17970,Company,Sale,Cheque,Approved
1305,1402,876,2024-10-05,2024,10,Admin,Variable,Operational Expense,17437,3138,20575,Owner,Sale,Cheque,Approved
1306,630,892,2025-04-18,2025,4,Legal,Variable,Operational Expense,38945,7010,45955,Owner,Sale,Online,Approved
1307,2870,95,2023-01-05,2023,1,Marketing,Variable,Operational Expense,173702,31266,204968,Owner,Property,Online,Approved
1308,3526,2134,2022-03-18,2022,3,Brokerage,Fixed,Operational Expense,9713,1748,11461,Agent,Property,Online,Approved
1309,2559,1468,2023-07-29,2023,7,Maintenance,Variable,Operational Expense,83397,15011,98408,Owner,Property,Cheque,Pending
1310,805,2410,2025-12-26,2025,12,Admin,Fixed,Operational Expense,69263,12467,81730,Company,Sale,Cash,Approved
1311,684,2275,2025-04-27,2025,4,Admin,Variable,Operational Expense,56408,10153,66561,Company,Sale,Online,Approved
1312,1072,1461,2025-04-06,2025,4,Marketing,Variable,Operational Expense,93401,16812,110213,Company,Sale,Cheque,Pending
1313,3524,1840,2021-08-07,2021,8,Maintenance,Variable,Operational Expense,53900,9702,63602,Company,Sale,Cash,Approved
1314,449,1773,2025-02-11,2025,2,Marketing,Variable,Operational Expense,144143,25945,170088,Company,Property,Online,Approved
1315,2215,1878,2025-11-24,2025,11,Marketing,Fixed,Operational Expense,158648,28556,187204,Agent,Property,Cheque,Pending
1316,3548,2201,2023-12-22,2023,12,Legal,Variable,Operational Expense,142418,25635,168053,Owner,Property,Online,Approved
1317,701,1871,2022-05-09,2022,5,Brokerage,Fixed,Operational Expense,91786,16521,108307,Agent,Sale,Cheque,Pending
1318,2095,809,2021-09-15,2021,9,Legal,Variable,Operational Expense,88535,15936,104471,Agent,Property,Online,Approved
1319,2521,1136,2022-03-27,2022,3,Maintenance,Variable,Operational Expense,192541,34657,227198,Company,Property,Cheque,Pending
1320,3126,1556,2024-10-15,2024,10,Maintenance,Fixed,Operational Expense,44751,8055,52806,Owner,Property,Online,Pending
1321,3460,1717,2022-04-15,2022,4,Admin,Fixed,Operational Expense,11379,2048,13427,Agent,Sale,Online,Pending
1322,612,1102,2024-08-03,2024,8,Admin,Fixed,Operational Expense,62270,11208,73478,Company,Sale,Cash,Pending
1323,2238,1895,2022-05-05,2022,5,Brokerage,Variable,Operational Expense,105746,19034,124780,Company,Sale,Online,Approved
1324,1897,808,2025-05-26,2025,5,Legal,Fixed,Operational Expense,12827,2308,15135,Company,Property,Cheque,Approved
1325,3555,304,2022-11-26,2022,11,Marketing,Variable,Operational Expense,158039,28447,186486,Owner,Property,Cheque,Approved
1326,1541,1471,2022-07-27,2022,7,Marketing,Fixed,Operational Expense,15676,2821,18497,Owner,Property,Cash,Pending
1327,1912,1221,2023-12-29,2023,12,Legal,Variable,Operational Expense,147359,26524,173883,Owner,Sale,Cash,Approved
1328,3266,418,2024-02-27,2024,2,Legal,Fixed,Operational Expense,95816,17246,113062,Agent,Property,Cash,Pending
1329,522,2089,2021-02-04,2021,2,Maintenance,Fixed,Operational Expense,29817,5367,35184,Owner,Sale,Cash,Approved
1330,4165,286,2025-11-15,2025,11,Maintenance,Variable,Operational Expense,155488,27987,183475,Agent,Sale,Online,Approved
1331,2903,775,2023-08-02,2023,8,Legal,Fixed,Operational Expense,162475,29245,191720,Owner,Property,Cheque,Pending
